seller_id,total_orders,total_revenue,avg_delivery_days,late_rate_pct,cancel_rate_pct,composite_risk_score,risk_category
b74d1c09cb380e1d03a6f859c6f4224b,31,2221.6,10.8,12.90,0.00,12.90,Low
2eb70248d66e0e3ef83659f71b244378,202,42628.61,17.9,12.87,0.00,12.87,Low
59b22a78efb79a4797979612b885db36,125,27184.5,12.6,12.80,0.00,12.80,Low
3df020b72d3d44b3af9d110fa3940b65,55,5039.9,13.3,12.73,0.00,12.73,Low
5058e8c1e82653974541e83690655b4a,63,10022.82,26.7,12.70,0.00,12.70,Low
5343d0649eca2a983820bfe93fc4d17e,71,10000.64,11.2,9.86,1.41,12.68,Low
8b28d096634035667e8263d57ba3368c,143,9375.7,14.0,11.19,0.70,12.59,Low
afa6714acee029b2dfdf357e5579cc03,16,3220.76,12.7,12.50,0.00,12.50,Low
b33e7c55446eabf8fe1a42d037ac7d6d,152,44985.17,16.2,12.50,0.00,12.50,Low
c794dab4928dd97beb41d05514441e86,16,1312.4,13.8,12.50,0.00,12.50,Low
2d2c62bef4c8ba0dd74e0e228e808539,16,3749.0,10.2,12.50,0.00,12.50,Low
a2b5b6105ea5942300631d2e76f4ffe0,16,3286.69,8.6,12.50,0.00,12.50,Low
a6bd7d1ccdac48c6b33b28596b7eb122,16,14368.61,15.5,12.50,0.00,12.50,Low
4c498c7345e89aebad651544829beca0,48,4819.76,10.7,12.50,0.00,12.50,Low
f62d7bb4a613ec758a03342d46b580b2,32,24665.0,13.9,12.50,0.00,12.50,Low
977f9f63dd360c2a32ece2f93ad6d306,24,2858.87,12.7,12.50,0.00,12.50,Low
e89c4adbe7b1d0819dbb636e16461cf1,24,3181.3,15.0,12.50,0.00,12.50,Low
f125f3a310c2e5f822d116147de1e474,16,2761.4,11.9,12.50,0.00,12.50,Low
3935fe5fe0f82787a9dcb8deb62be09d,16,1681.69,11.1,12.50,0.00,12.50,Low
b33aaadd1a8891d2dfef0c4c3bdf0371,16,1504.0,14.0,12.50,0.00,12.50,Low
fcdd820084f17e9982427971e4e9d47f,16,4783.99,12.3,12.50,0.00,12.50,Low
610f72e407cdd7caaa2f8167b0163fd8,16,13585.16,12.6,12.50,0.00,12.50,Low
b499c00f28f4b7069ff6550af8c1348a,152,10327.13,11.2,12.50,0.00,12.50,Low
9a84ba99f5367fdbd4598363496f1ea2,16,2284.98,10.7,0.00,6.25,12.50,Low
a36b125ac6d5fdbc7f50de85c9157bdc,24,1843.64,12.9,12.50,0.00,12.50,Low
cfa5ab0e4d3fc212fd0b3410e7081c62,16,6180.8,11.9,0.00,6.25,12.50,Low
67bf6941ba2f1fa1d02c375766bc3e53,16,5610.0,14.9,12.50,0.00,12.50,Low
cb5df0dcb9e280b1780e9d589889f2c7,16,2934.72,21.7,12.50,0.00,12.50,Low
7040e82f899a04d1b434b795a43b4617,212,9738.2,10.4,9.43,1.42,12.27,Low
dd533b429f380718b70ad9922c294bae,41,2819.77,17.2,12.20,0.00,12.20,Low
b1fc4f64df5a0e8b6913ab38803c57a9,107,7994.74,15.8,12.15,0.00,12.15,Low
4a3ccda38b2129705f3fb522db62ca31,66,17062.59,13.3,9.09,1.52,12.13,Low
643214e62b870443ccbe55ab29a4dccf,66,3270.13,9.5,12.12,0.00,12.12,Low
f46490624488d3ff7ce78613913a7711,83,5802.85,10.2,12.05,0.00,12.05,Low
7d13fca15225358621be4086e1eb0964,565,113628.97,15.7,12.04,0.00,12.04,Low
198c7ea11960a9844b544d9bcdca860c,25,1733.75,14.6,12.00,0.00,12.00,Low
edf96ef93ed595084bbcbd9224bd2894,25,3757.0,13.9,12.00,0.00,12.00,Low
1dc2de47ee26a0a5b12dc14fd6dc0dea,25,1670.3,14.5,12.00,0.00,12.00,Low
165fc07beebdcb6190fba8a06db2a449,50,17481.4,12.8,12.00,0.00,12.00,Low
897060da8b9a21f655304d50fd935913,317,23023.92,14.9,11.36,0.32,12.00,Low
15aac934c58d886785ac1b17953ea898,25,4353.9,14.2,12.00,0.00,12.00,Low
7e3f87d16fb353f408d467e74fbd8014,92,4754.99,12.5,11.96,0.00,11.96,Low
77530e9772f57a62c906e1c21538ab82,320,46610.4,15.0,11.25,0.31,11.87,Low
3078096983cf766a32a06257648502d1,59,8285.42,11.9,5.08,3.39,11.86,Low
0adac9fbd9a2b63cccaac4f8756c1ca8,110,15960.95,13.0,6.36,2.73,11.82,Low
0dd184061fb0eaa7ca37932c68ab91c5,161,18446.92,11.7,11.80,0.00,11.80,Low
d3f39f05462b79a4562d35893a28f159,34,2411.3,11.8,11.76,0.00,11.76,Low
d5ba419e26d246a0719437cf37d9b46d,34,4061.4,9.8,11.76,0.00,11.76,Low
ad97a199236354e53fcd91a5a913e9a2,17,13205.9,15.6,11.76,0.00,11.76,Low
0d85bbda9889ce1f7e63778d24f346eb,51,4845.2,15.7,11.76,0.00,11.76,Low
f63d8f293af3a6454377546bd9dd19ff,17,1751.82,16.1,11.76,0.00,11.76,Low
3dbbce181edfaa4a597ec858c382d2ec,17,848.3,13.8,11.76,0.00,11.76,Low
a425f92c199eb576938df686728acd20,17,1165.8,17.1,0.00,5.88,11.76,Low
3db66a856d18a9cba7c9241fc5221c50,94,9478.3,15.9,11.70,0.00,11.70,Low
04308b1ee57b6625f47df1d56f00eedf,94,60130.6,18.9,11.70,0.00,11.70,Low
4869f7a5dfa277a7dca6462dcf3b52b2,1132,229472.63,15.0,11.48,0.09,11.66,Low
1da366cade6d8276e7d8beea7af5d4bf,43,6917.59,17.5,11.63,0.00,11.63,Low
1835b56ce799e6a4dc4eddc053f04066,423,33344.21,13.2,11.58,0.00,11.58,Low
e9bc59e7b60fc3063eb2290deda4cced,216,34343.06,14.2,10.65,0.46,11.57,Low
34056b8b55c1775a22af2331670a799c,78,6455.4,12.8,11.54,0.00,11.54,Low
c8417879a15366a17c30af34c798c332,26,1767.9,9.4,11.54,0.00,11.54,Low
77a515caa36327151d1cc6c32a9f00e1,26,2217.39,10.4,11.54,0.00,11.54,Low
06df0c10d34e459d9672bc77388742eb,26,9070.0,10.1,11.54,0.00,11.54,Low
2709af9587499e95e803a6498a5a56e9,26,1279.56,11.1,11.54,0.00,11.54,Low
d05ae8f7a5bd1d2a690a44cd079e4e27,78,13436.0,11.2,8.97,1.28,11.53,Low
9c0e69c7bf2619675bbadf47b43f655a,157,33702.78,14.5,10.19,0.64,11.47,Low
729f06993dac8e860d4f02d7088ca48a,96,20485.08,11.7,11.46,0.00,11.46,Low
6fc26fe110feebd80a433e1f012a84f9,35,4150.87,12.8,11.43,0.00,11.43,Low
11305281b50fff20ae8bb473f8e11876,35,6528.7,13.6,11.43,0.00,11.43,Low
8d956fec2e4337affcb520f56fd8cbfd,211,11015.19,9.3,10.43,0.47,11.37,Low
7d76b645482be4a332374e8223836592,176,3843.93,13.5,11.36,0.00,11.36,Low
620c87c171fb2a6dd6e8bb4dec959fc6,740,114774.5,12.8,9.73,0.81,11.35,Low
8e6cc767478edae941d9bd9eb778d77a,106,6830.58,16.6,7.55,1.89,11.33,Low
270297ead4c65a6cd2593960d2af6b21,18,9422.4,14.3,0.00,5.56,11.12,Low
e7f3bf1ecd8526eb7f3b18059e6716e5,18,1471.54,9.1,0.00,5.56,11.12,Low
f5f2ab9bdb6b30c14c61be68c5ed37da,18,2134.68,13.4,11.11,0.00,11.11,Low
f84a00e60c73a49e7e851c9bdca3a5bb,90,5949.94,11.7,11.11,0.00,11.11,Low
d9bd94811c3338dceb4181f3dbc0c73e,54,6911.02,8.0,11.11,0.00,11.11,Low
f181738b150df1f37cb0bd72e705b193,36,5529.7,9.2,11.11,0.00,11.11,Low
1f1bb1f0859883505541bdd6606193e5,27,16040.84,13.8,11.11,0.00,11.11,Low
989becdce12ebc39863c2bceab6f3ca1,18,7840.88,13.8,11.11,0.00,11.11,Low
54c04bdb5ec46762f8f08c7e8f86ed4a,18,3281.66,15.7,11.11,0.00,11.11,Low
4a3ca9315b744ce9f8e9374361493884,1806,200472.92,14.4,10.80,0.11,11.02,Low
b2ba3715d723d245138f291a6fe42594,337,51676.88,14.0,8.61,1.19,10.99,Low
de23c3b98a88888289c6f5cc1209054a,164,26399.67,10.8,9.76,0.61,10.98,Low
382229d1e840115ffe3dbf5ff460e417,46,4096.96,9.2,10.87,0.00,10.87,Low
8581055ce74af1daba164fdbd55a40de,387,64925.3,13.1,9.82,0.52,10.86,Low
972d0f9cf61b499a4812cf0bfa3ad3c4,83,8089.29,18.1,10.84,0.00,10.84,Low
b14db04aa7881970e83ffa9426897925,83,5898.6,16.0,10.84,0.00,10.84,Low
aba1721a889e04decc910aa13b768ef4,83,14103.3,9.3,10.84,0.00,10.84,Low
718539d38d07dd351c76db862760e2e2,37,1318.9,8.5,0.00,5.41,10.82,Low
634964b17796e64304cadf1ad3050fb7,268,39465.1,14.5,10.07,0.37,10.81,Low
70a12e78e608ac31179aea7f8422044b,315,30858.53,14.7,10.79,0.00,10.79,Low
056b4ada5bbc2c50cc7842547dda6b51,65,12333.39,12.7,10.77,0.00,10.77,Low
e9d99831abad74458942f21e16f33f92,130,4922.48,12.8,10.77,0.00,10.77,Low
f27e33c6d29b5138fa9967bcd445b6d5,93,8888.3,12.0,10.75,0.00,10.75,Low
38e679b9e0064cd94c6f035707344dae,28,3694.51,11.3,3.57,3.57,10.71,Low
c0563dd588b775f2e37747ef6ad6c92c,28,3697.2,10.8,10.71,0.00,10.71,Low
16090f2ca825584b5a147ab24aa30c86,402,25716.44,9.1,10.70,0.00,10.70,Low
1f50f920176fa81dab994f9023523100,1404,106939.21,15.7,10.54,0.07,10.68,Low
9b00ed88b7fdb95d6ff76e27c1b52d16,47,1627.88,9.3,6.38,2.13,10.64,Low
db2956745b3a8e9f3785c99f34b5d25e,47,8599.0,14.2,10.64,0.00,10.64,Low
d51e0a403fe2e689ece6c73359d96e12,19,7790.0,13.9,10.53,0.00,10.53,Low
8648b1e89e9b349e32d3741b30ec737e,95,7442.55,8.9,10.53,0.00,10.53,Low
6d988d6174a2c27441597174f8905515,19,371.73,20.6,10.53,0.00,10.53,Low
ea00f977a203ff88adf7057cb7806998,19,389.72,5.3,10.53,0.00,10.53,Low
0176f73cc1195f367f7b32db1e5b3aa8,38,4733.1,13.3,10.53,0.00,10.53,Low
9dda5bbacd45e18d6485fee649205d09,19,1912.6,15.1,10.53,0.00,10.53,Low
ce69a8021d18961dd2a40269b7c2c293,19,4818.0,10.2,10.53,0.00,10.53,Low
45ba18c210d42734ec52c0c1c574e9ee,38,5589.13,7.4,5.26,2.63,10.52,Low
ea8482cd71df3c1969d7b9473ff13abc,1146,37177.52,13.2,10.30,0.09,10.48,Low
4e922959ae960d389249c378d1c939f5,420,46030.37,14.5,10.48,0.00,10.48,Low
fa1c13f2614d7b5c4749cbc52fecda94,585,194042.03,13.3,10.09,0.17,10.43,Low
f262cbc1c910c83959f849465454ddd3,192,10482.83,9.1,9.38,0.52,10.42,Low
238fac594e170b59c6d228f5a4f4f1d9,29,3126.0,11.8,10.34,0.00,10.34,Low
31da954dc0855f2495c6310f70a2f931,29,4583.0,8.1,10.34,0.00,10.34,Low
522620dcb18a6b31cd7bdf73665113a9,174,57168.49,15.4,10.34,0.00,10.34,Low
d1ef48b38baca7e831711c4a0aeb398f,29,1469.12,9.9,10.34,0.00,10.34,Low
d71d863e5ef30d94e440c11be17dcd8f,29,11900.9,19.1,10.34,0.00,10.34,Low
f0b47fbbc6dee9aafe415a6e33051b3f,68,3795.91,10.1,10.29,0.00,10.29,Low
8b321bb669392f5163d04c59e235e066,943,17535.69,12.6,10.29,0.00,10.29,Low
391fc6631aebcf3004804e51b40bcf1e,526,39951.95,14.4,10.27,0.00,10.27,Low
c9c7905cffc4ef9ff9f113554423e671,127,10657.18,11.0,10.24,0.00,10.24,Low
1900267e848ceeba8fa32d80c1a5f5a8,411,24982.53,13.1,10.22,0.00,10.22,Low
ececbfcff9804a2d6b40f589df8eef2b,98,6792.4,13.1,10.20,0.00,10.20,Low
fd386aa7bed2af3c7035c65506c9b4a3,69,2304.15,8.5,10.14,0.00,10.14,Low
d673a59aac7a70d8b01e6902bf090a11,79,3908.94,14.1,10.13,0.00,10.13,Low
37515688008a7a40ac93e3b2e4ab203f,228,5986.6,15.1,10.09,0.00,10.09,Low
1025f0e2d44d7041d6cf58b6550e0bfa,915,138968.55,12.3,10.05,0.00,10.05,Low
5a6a02f419701fc8c605af71d4fc57a4,10,600.5,5.6,10.00,0.00,10.00,Low
9dd59e43f0c9f0553244e8f9c2fb247e,10,356.3,13.1,10.00,0.00,10.00,Low
e59aa562b9f8076dd550fcddf0e73491,70,31574.3,14.0,10.00,0.00,10.00,Low
d7485b33791774c36108f8c69602d48d,10,399.82,8.9,10.00,0.00,10.00,Low
ef2fbc2b607d8492bcffe657a4645434,20,970.8,6.9,10.00,0.00,10.00,Low
6806dad1da97bfb5a9038eac6881f706,10,1477.0,16.9,10.00,0.00,10.00,Low
b127efdabeffb5d559349c7b172eb75d,10,308.5,10.1,10.00,0.00,10.00,Low
2bf6a2c1e71bbd29a4ad64e6d3c3629f,30,50628.9,13.6,10.00,0.00,10.00,Low
b2ac621f0d0322434d04a12b078b9369,30,9575.5,14.6,10.00,0.00,10.00,Low
cfe94489ddd337d1e29e12f2a7205d10,20,2376.0,6.9,10.00,0.00,10.00,Low
1ce3ae5a399804d1a87e706f8a813c3e,40,2563.0,14.4,10.00,0.00,10.00,Low
f7ccf836d21b2fb1de37564105216cc1,70,2787.4,11.1,10.00,0.00,10.00,Low
cb3dd9ce66268c7a3ca7241ac70ab58c,50,2879.76,13.9,6.00,2.00,10.00,Low
d3674f271c91f824f82d24d92011f669,20,1718.3,13.8,10.00,0.00,10.00,Low
d1b65fc7debc3361ea86b5f14c68d2e2,40,11703.07,9.2,5.00,2.50,10.00,Low
5ab05b6d86d417796c69ffd6774ec832,10,1886.1,14.0,10.00,0.00,10.00,Low
a3e9a2c700480d9bb01fba070ba80a0e,130,13440.8,13.1,10.00,0.00,10.00,Low
9d39404483343dd55c7ae254494d8388,10,293.2,14.2,10.00,0.00,10.00,Low
527801b552d0077ffd170872eb49683b,90,17942.8,13.1,10.00,0.00,10.00,Low
c6a7539d424a8402232c2228d7a03c5e,10,607.5,14.1,10.00,0.00,10.00,Low
fdaaf5bfda82b7b80535610c831b8d09,10,2588.9,9.8,10.00,0.00,10.00,Low
75fbb52eda0cbc24f479d3b2fbfa8d3e,40,1130.99,13.6,5.00,2.50,10.00,Low
de9727ca376d1be6ec121b110aa7954c,10,1058.7,12.0,10.00,0.00,10.00,Low
b2c97074649f92197d9387d9033dda5f,10,684.71,12.3,10.00,0.00,10.00,Low
6eb94e1466490d327a09abf8f3552a50,10,1511.95,8.2,10.00,0.00,10.00,Low
b16d3dadc47d4eb18be3d88bad0775ce,10,722.1,6.5,10.00,0.00,10.00,Low
5b2e94f2c22b39ccc24d34ad0f669672,10,949.78,9.9,10.00,0.00,10.00,Low
6e386f64c84e482f0b9abf960797ee1b,30,12938.3,10.5,10.00,0.00,10.00,Low
7c67e1448b00f6e969d365cea6b010ab,982,187923.89,22.3,9.98,0.00,9.98,Low
4c2b230173bb36f9b240f2b8ac11786e,261,14592.27,12.8,9.96,0.00,9.96,Low
0be8ff43f22e456b4e0371b2245e4d01,161,11805.5,10.3,6.21,1.86,9.93,Low
827f8f69dfa529c561901c4f2e0f332f,91,3408.39,13.7,9.89,0.00,9.89,Low
4371b634e0efc0e22b09b52907d9d469,102,8194.0,11.1,7.84,0.98,9.80,Low
17e34d8224d27a541263c4c64b11a56b,255,56363.24,14.2,8.24,0.78,9.80,Low
218d46b86c1881d022bce9c68a7d4b15,388,55093.28,13.8,9.28,0.26,9.80,Low
1d8dbc4f32378d715c717c1c1fc57bae,92,11315.89,15.6,9.78,0.00,9.78,Low
dc8798cbf453b7e0f98745e396cc5616,41,2056.3,13.4,4.88,2.44,9.76,Low
cd6efc47efaabf134f8bdb654e10b4f1,31,4158.55,8.5,9.68,0.00,9.68,Low
e8b4225284fbb02d16f200513f1f395d,31,5788.52,10.2,9.68,0.00,9.68,Low
78c99c6dff4eeae5be99bf635ed21e3f,31,2030.88,13.4,9.68,0.00,9.68,Low
7a241947449cc45dbfda4f9d0798d9d0,62,8027.63,13.2,6.45,1.61,9.67,Low
b6d44737c043328708f6749c2dbe50bd,62,5369.6,8.2,6.45,1.61,9.67,Low
1127b7f2594683f2510f1c2c834a486b,114,6851.33,9.3,2.63,3.51,9.65,Low
318f287a62ab7ac10b703ac37435a231,52,2517.48,11.5,9.62,0.00,9.62,Low
95f83f51203c626648c875dd41874c7f,52,3217.46,11.6,5.77,1.92,9.61,Low
7ddcbb64b5bc1ef36ca8c151f6ec77df,334,55578.57,12.6,8.38,0.60,9.58,Low
f4db9b37944bcb8873e6b456ee190bbf,21,3409.78,13.1,9.52,0.00,9.52,Low
a5a1bfcf728ab0e19182959cf0771ee4,21,1812.96,13.4,9.52,0.00,9.52,Low
1c40343cc5d18c2d8248ac2f3366de34,21,2461.41,7.5,9.52,0.00,9.52,Low
af4a0e4cfe1d9c26b6712b1be25a72e5,21,8757.98,13.3,9.52,0.00,9.52,Low
6b15924333bd1a741595fe981ea04822,21,614.32,7.8,9.52,0.00,9.52,Low
54a1852d1b8f10312c55e906355666ee,200,17226.44,11.4,9.50,0.00,9.50,Low
6860153b69cc696d5dcfe1cdaaafcf62,74,3827.63,10.1,9.46,0.00,9.46,Low
1336efc61c316ddf92c899eb817f7cae,74,4837.31,11.7,9.46,0.00,9.46,Low
6a8b085f816a1f75f92dbac6eb545f8f,127,6018.97,14.6,9.45,0.00,9.45,Low
3340ef1913fb70d28420f6ceb685c339,32,6731.15,16.7,9.38,0.00,9.38,Low
20cb7c2fde3e5bf10f0bbe7394e1c6a9,32,861.9,12.4,9.38,0.00,9.38,Low
7b0df942f46435babab05d49b744b2c4,32,22600.63,11.0,9.38,0.00,9.38,Low
5c6d4016c2a288f074fa0848a2b653d2,32,3159.0,10.5,9.38,0.00,9.38,Low
2745f798279e0ed033addcc1474776d7,32,3668.53,13.2,9.38,0.00,9.38,Low
c826c40d7b19f62a09e2d7c5e7295ee2,354,45643.74,13.2,9.32,0.00,9.32,Low
dd2bdf855a9172734fbc3744021ae9b9,108,10816.7,15.3,5.56,1.85,9.26,Low
e067ad2c1c0b48758eb1b5228bcf7a68,54,5042.55,14.9,9.26,0.00,9.26,Low
751bdc4d83a466c7206cd42e8f426b03,54,6648.93,10.8,1.85,3.70,9.25,Low
8e8a7ce9f2f970dc00e2acf6f6e199f6,65,9101.0,12.1,9.23,0.00,9.23,Low
aac29b1b99776be73c3049939652091d,98,6755.91,14.9,9.18,0.00,9.18,Low
76d5af76d0271110f9af36c92573f765,131,33461.6,11.9,9.16,0.00,9.16,Low
b335c59ab742f751a85db9c411a86739,33,2873.34,16.1,3.03,3.03,9.09,Low
17908cf9b444ee34047cadd5c0f4a516,11,1993.99,18.9,9.09,0.00,9.09,Low
4be6b962d83299498bae2190f95d6566,11,508.8,7.9,9.09,0.00,9.09,Low
66fd84ee7528c0c0de85d0f44a73d5ab,11,1438.11,15.3,9.09,0.00,9.09,Low
18a349e75d307f4b4cc646a691ed4216,121,8711.53,11.1,5.79,1.65,9.09,Low
89f69225956f951295ca4c7fb1266553,11,1041.3,9.8,9.09,0.00,9.09,Low
b4a476fbd28de64b1e347abf9089366a,33,5724.04,12.7,9.09,0.00,9.09,Low
1cbd32d00d01bb8087a5eb088612fd9c,11,1045.47,12.4,9.09,0.00,9.09,Low
cb6c9f5888a7a090c75beaf615925792,11,779.89,9.9,9.09,0.00,9.09,Low
8ca1551acf9832a4cf467bbbac15851f,11,2176.4,13.2,9.09,0.00,9.09,Low
6f892e20a171e98efe17fdb971ff319b,44,6438.7,17.3,9.09,0.00,9.09,Low
4ba52dfeba874da5b9ee7b17c7494f04,11,1463.0,10.6,9.09,0.00,9.09,Low
a2e874074c877c5a05abae80ad6e488f,44,8071.98,19.2,4.55,2.27,9.09,Low
7b7f91e98f8c6def45a1407923304402,11,417.47,13.1,9.09,0.00,9.09,Low
6ddc28b61be28373b4503a1f61cf98a9,11,1732.9,6.8,9.09,0.00,9.09,Low
cd06602b43d8800bd0afad514919d35c,44,2588.07,12.7,4.55,2.27,9.09,Low
b6dc74ed30f124f95227bed4e43a3bed,11,518.96,18.1,9.09,0.00,9.09,Low
723cd880edaacdb998898b67c8f9da30,11,2136.53,9.9,9.09,0.00,9.09,Low
9df5750209b83567ec144eb299d7d634,11,4917.0,14.1,9.09,0.00,9.09,Low
70c27847eca8195c983ed7e798c56743,77,12077.52,11.1,9.09,0.00,9.09,Low
bc302730ea8cf49b5c74f579febb5bbf,11,2640.9,11.1,9.09,0.00,9.09,Low
02f623a8eb246f3c5f7c2f96462654e6,44,6378.0,8.4,9.09,0.00,9.09,Low
1690cada046eb7e92c12f98b1f8a8167,11,1959.0,7.2,9.09,0.00,9.09,Low
276677b5d08786d5dce7c2149dcce48b,33,3522.0,12.0,9.09,0.00,9.09,Low
4677a5437afda5fa7140b927b07be1cc,11,3415.7,12.4,9.09,0.00,9.09,Low
503c1de08ae81a2d86f17951b204db55,22,4906.99,13.5,9.09,0.00,9.09,Low
c9aafcd0621b2207c10e32c649cada4d,44,2997.25,8.7,9.09,0.00,9.09,Low
bb7a14e229b1c95156719c3d9552eeee,11,3190.1,11.4,9.09,0.00,9.09,Low
fe701d88b67eaca109dffd464d1be9f9,11,1548.9,12.3,9.09,0.00,9.09,Low
31ae0774c17fabd06ff707cc5bde005f,11,6719.85,11.6,9.09,0.00,9.09,Low
165b1235e9e9942cb5fae67103576fb0,11,2085.15,7.6,9.09,0.00,9.09,Low
8e2b3afb420011ef0c88c9d5f11ea526,11,1384.5,10.6,9.09,0.00,9.09,Low
55f7a3319d80f7fdf078b8f03e6725fe,22,3013.78,6.7,9.09,0.00,9.09,Low
fb89df7f89fd1b8f03fa2acca1ba7364,22,2220.0,16.1,9.09,0.00,9.09,Low
c4fabeea6e569d42d02993bb1f4f1cbc,11,859.3,21.6,9.09,0.00,9.09,Low
68f86ba270525243e68ae74044f992b9,11,876.5,10.1,9.09,0.00,9.09,Low
7f2617c58d5d06806987308b45654351,22,3656.8,12.5,9.09,0.00,9.09,Low
e5a38146df062edaf55c38afa99e42dc,121,15360.07,12.1,9.09,0.00,9.09,Low
1caf283236cd69af44cbc09a0a1e7d32,33,917.6,13.7,9.09,0.00,9.09,Low
c5f7feb04a6a1fb3596322bfc3cf1917,11,1720.6,10.0,9.09,0.00,9.09,Low
236585a4ddb5fea9fa40233e2249ed91,11,649.53,13.0,9.09,0.00,9.09,Low
d4910f1cdcfdabd48d6b316e395d4a23,11,1146.88,6.0,9.09,0.00,9.09,Low
f457c46070d02cadd8a68551231220dd,199,19093.0,14.5,6.03,1.51,9.05,Low
ce7d1888639e6fb06b2749cbfdac1ff7,78,11793.89,14.5,8.97,0.00,8.97,Low
a420f60ff1aa9acc80d0e42959f2b313,67,7443.3,11.4,8.96,0.00,8.96,Low
ef506c96320abeedfb894c34db06f478,324,9771.43,13.5,8.33,0.31,8.95,Low
17f51e7198701186712e53a39c564617,56,48019.0,23.3,8.93,0.00,8.93,Low
00ee68308b45bc5e2660cd833c3f81cc,135,20260.0,9.5,8.89,0.00,8.89,Low
fe2032dab1a61af8794248c8196565c9,294,65959.61,10.7,8.84,0.00,8.84,Low
d1c281d3ae149232351cd8c8cc885f0d,215,26942.6,12.7,8.84,0.00,8.84,Low
5b179e9e8cc7ab6fd113a46ca584da81,34,5173.5,13.0,8.82,0.00,8.82,Low
5160d23075764e18e07c1f4a87fad743,34,2429.0,9.1,2.94,2.94,8.82,Low
5f2684dab12e59f83bef73ae57724e45,68,9000.87,10.6,5.88,1.47,8.82,Low
98dac6635aee4995d501a3972e047414,91,4235.85,9.6,8.79,0.00,8.79,Low
244c2f1bff6afe1f2eaf9bfe9b2aed38,23,2580.0,13.8,8.70,0.00,8.70,Low
916c9de0b5ad957346eeeb12f332687e,23,5480.25,8.8,0.00,4.35,8.70,Low
157c3e4b42f81ac4a44e8b1ca2fe9876,23,2548.5,10.9,8.70,0.00,8.70,Low
afe0067131b73e40875c9b6c10bd2e21,46,5130.4,15.4,4.35,2.17,8.69,Low
42bde9fef835393bb8a8849cb6b7f245,35,7703.0,10.2,2.86,2.86,8.58,Low
4830e40640734fc1c52cd21127c341d4,210,9843.47,9.9,6.67,0.95,8.57,Low
6a0cbc8af2e8abd1bdfb777943d174c6,35,3894.05,15.4,8.57,0.00,8.57,Low
93dc87703c046b603023e75222018b45,35,8517.35,20.0,8.57,0.00,8.57,Low
ef0ace09169ac090589d85746e3e036f,129,16223.3,12.8,8.53,0.00,8.53,Low
5d0363b33554b373851fc1622e4d5f3c,94,6610.79,12.4,8.51,0.00,8.51,Low
cbd996ad3c1b7dc71fd0e5f5df9087e2,165,8411.04,12.8,8.48,0.00,8.48,Low
9646c3513289980f17226a2fc4720dbd,71,3039.3,11.2,2.82,2.82,8.46,Low
3be634553519fb6536a03e1358e9fdc7,83,5370.95,10.1,8.43,0.00,8.43,Low
688756f717c462a206ad854c5027a64a,83,5966.54,10.7,8.43,0.00,8.43,Low
c70c1b0d8ca86052f45a432a38b73958,261,36537.37,8.0,8.43,0.00,8.43,Low
213b25e6f54661939f11710a6fddb871,155,15379.5,15.2,8.39,0.00,8.39,Low
e6a69c4a27dfdd98ffe5aa757ad744bc,24,2076.2,10.7,0.00,4.17,8.34,Low
f5f1f2c5f923f36ad79ea1d07185ddc9,12,1912.15,13.2,8.33,0.00,8.33,Low
7357b52d27cbaa90f81a96cbc1279396,12,1328.02,9.8,8.33,0.00,8.33,Low
bd1d49a326abfa9b1036772e40445430,12,637.7,12.3,8.33,0.00,8.33,Low
26d8a1c7c75d513045798992ead43aa2,36,8244.12,12.6,8.33,0.00,8.33,Low
56642bcb79900e777d68e91915cb4267,48,3657.64,12.5,8.33,0.00,8.33,Low
4324dd16853115efb0fd9d0d131ba6f4,12,1052.25,13.2,8.33,0.00,8.33,Low
1d29dfba02015238dfbe2449a5eaa361,12,612.8,15.3,8.33,0.00,8.33,Low
8cc6a0e5738e61a87b03c78b2ba9db4b,24,13312.4,17.0,8.33,0.00,8.33,Low
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,36,4198.9,13.1,8.33,0.00,8.33,Low
985c92cc412091f8529c12d7f23d3fef,12,1368.5,7.6,8.33,0.00,8.33,Low
c3acdfac4e3e97ff87529454fbc03642,12,16788.0,10.9,8.33,0.00,8.33,Low
058cb5aeb36d7c0fcae20fc85d5e0a59,12,1328.0,10.0,8.33,0.00,8.33,Low
3ab971ce71839580d2ae5b4e40fe8044,36,5002.9,6.8,8.33,0.00,8.33,Low
32b8764b4ef628b53608fc34011fcc13,36,8884.0,11.2,8.33,0.00,8.33,Low
97512d3fc193b2d1dfcdba0f9d1f0f8a,12,1458.87,8.3,8.33,0.00,8.33,Low
b83cedfb587e7911540e3f576d6917ce,24,2224.95,10.0,8.33,0.00,8.33,Low
0a85ebe4e328db81ac9109781205e2f7,12,667.9,5.2,8.33,0.00,8.33,Low
1d503743d2526f03f0c2c89540ee008c,12,516.04,10.9,8.33,0.00,8.33,Low
2e13c71026e1a39ba5cc1b86dcb679aa,24,3793.0,10.6,8.33,0.00,8.33,Low
99002261c568a84cce14d43fcffb43ea,36,4088.0,16.7,8.33,0.00,8.33,Low
f52c2422904463fdd7741f99045fecb6,12,567.79,5.6,8.33,0.00,8.33,Low
cd3d09fbe6e3e9ff0c0ac0c300e93ae7,12,651.04,11.5,8.33,0.00,8.33,Low
1660ad786c27fd935378b6192a90b417,12,1570.0,8.8,8.33,0.00,8.33,Low
